Level,DivNum,DivisionName,Subject,Subgroup,20132014PassRate,20142015PassRate,20152016PassRate
Div,59,Middlesex County ,Mathematics,Female,82,90,89
Div,59,Middlesex County ,Science,Female,74,86,85
Div,59,Middlesex County ,English: Reading,Black,76,67,70
Div,59,Middlesex County ,English: Writing,Black,54,51,76
Div,59,Middlesex County ,History and Social Sciences,Black,84,84,83
Div,59,Middlesex County ,Mathematics,Black,73,76,75
Div,59,Middlesex County ,Science,Black,74,68,66
Div,59,Middlesex County ,English: Reading,Hispanic,94,89,74
Div,59,Middlesex County ,English: Writing,Hispanic,<,<,<
Div,59,Middlesex County ,History and Social Sciences,Hispanic,90,92,91
Div,59,Middlesex County ,Mathematics,Hispanic,82,86,70
Div,59,Middlesex County ,Science,Hispanic,69,<,75
Div,59,Middlesex County ,English: Reading,Limited English Proficient,<,<,<
Div,59,Middlesex County ,English: Writing,Limited English Proficient,,,<
Div,59,Middlesex County ,History and Social Sciences,Limited English Proficient,<,<,<
Div,59,Middlesex County ,Mathematics,Limited English Proficient,<,<,<
Div,59,Middlesex County ,Science,Limited English Proficient,<,,<
Div,59,Middlesex County ,English: Reading,Male,82,79,77
Div,59,Middlesex County ,English: Writing,Male,62,65,62
Div,59,Middlesex County ,History and Social Sciences,Male,89,90,87
Div,59,Middlesex County ,Mathematics,Male,80,82,74
Div,59,Middlesex County ,Science,Male,85,80,77
Div,59,Middlesex County ,English: Reading,Students with Disabilities,44,49,53
Div,59,Middlesex County ,English: Writing,Students with Disabilities,25,20,47
Div,59,Middlesex County ,History and Social Sciences,Students with Disabilities,60,78,75
Div,59,Middlesex County ,Mathematics,Students with Disabilities,65,61,44
Div,59,Middlesex County ,Science,Students with Disabilities,60,37,57
Div,59,Middlesex County ,English: Reading,White,85,87,85
Div,59,Middlesex County ,English: Writing,White,74,79,69
Div,59,Middlesex County ,History and Social Sciences,White,90,92,90
Div,59,Middlesex County ,Mathematics,White,83,88,84
Div,59,Middlesex County ,Science,White,81,86,85
Div,60,Montgomery County ,English: Reading,All Students,78,83,84
Div,60,Montgomery County ,English: Writing,All Students,73,79,80
Div,60,Montgomery County ,History and Social Sciences,All Students,85,85,86
Div,60,Montgomery County ,Mathematics,All Students,75,82,83
Div,60,Montgomery County ,Science,All Students,83,86,88
Div,60,Montgomery County ,English: Reading,Asian,94,92,95
Div,60,Montgomery County ,English: Writing,Asian,94,91,91
Div,60,Montgomery County ,History and Social Sciences,Asian,99,96,97
Div,60,Montgomery County ,Mathematics,Asian,96,98,98
Div,60,Montgomery County ,Science,Asian,96,95,97
Div,60,Montgomery County ,English: Reading,Economically Disadvantaged,62,69,69
Div,60,Montgomery County ,English: Writing,Economically Disadvantaged,56,57,60
Div,60,Montgomery County ,History and Social Sciences,Economically Disadvantaged,70,71,71
Div,60,Montgomery County ,Mathematics,Economically Disadvantaged,57,68,69
Div,60,Montgomery County ,Science,Economically Disadvantaged,67,72,75
Div,60,Montgomery County ,English: Reading,Female,81,85,87
Div,60,Montgomery County ,English: Writing,Female,79,85,86
Div,60,Montgomery County ,History and Social Sciences,Female,83,83,86
Div,60,Montgomery County ,Mathematics,Female,77,83,84
Div,60,Montgomery County ,Science,Female,82,85,86
Div,60,Montgomery County ,English: Reading,Black,59,66,73
Div,60,Montgomery County ,English: Writing,Black,50,62,51
Div,60,Montgomery County ,History and Social Sciences,Black,67,64,65
Div,60,Montgomery County ,Mathematics,Black,53,66,71
Div,60,Montgomery County ,Science,Black,60,64,72
Div,60,Montgomery County ,English: Reading,Hispanic,71,72,75
Div,60,Montgomery County ,English: Writing,Hispanic,73,74,74
Div,60,Montgomery County ,History and Social Sciences,Hispanic,80,82,84
Div,60,Montgomery County ,Mathematics,Hispanic,74,74,77
Div,60,Montgomery County ,Science,Hispanic,77,81,80
Div,60,Montgomery County ,English: Reading,Limited English Proficient,63,53,66
Div,60,Montgomery County ,English: Writing,Limited English Proficient,65,68,52
Div,60,Montgomery County ,History and Social Sciences,Limited English Proficient,83,79,77
Div,60,Montgomery County ,Mathematics,Limited English Proficient,74,79,78
Div,60,Montgomery County ,Science,Limited English Proficient,76,72,68
Div,60,Montgomery County ,English: Reading,Male,75,81,82
Div,60,Montgomery County ,English: Writing,Male,67,73,76
Div,60,Montgomery County ,History and Social Sciences,Male,86,87,87
Div,60,Montgomery County ,Mathematics,Male,74,81,83
Div,60,Montgomery County ,Science,Male,84,87,89
Div,60,Montgomery County ,English: Reading,Students with Disabilities,40,42,44
Div,60,Montgomery County ,English: Writing,Students with Disabilities,27,32,40
Div,60,Montgomery County ,History and Social Sciences,Students with Disabilities,49,50,48
Div,60,Montgomery County ,Mathematics,Students with Disabilities,39,44,50
Div,60,Montgomery County ,Science,Students with Disabilities,53,43,49
Div,60,Montgomery County ,English: Reading,White,79,84,85
Div,60,Montgomery County ,English: Writing,White,74,79,82
Div,60,Montgomery County ,History and Social Sciences,White,85,86,87
Div,60,Montgomery County ,Mathematics,White,75,83,84
Div,60,Montgomery County ,Science,White,85,87,89
Div,62,Nelson County ,English: Reading,All Students,73,75,77
Div,62,Nelson County ,English: Writing,All Students,79,74,73
Div,62,Nelson County ,History and Social Sciences,All Students,85,84,86
Div,62,Nelson County ,Mathematics,All Students,77,78,80
Div,62,Nelson County ,Science,All Students,78,79,80
Div,62,Nelson County ,English: Reading,Asian,<,<,<
Div,62,Nelson County ,English: Writing,Asian,<,,<
Div,62,Nelson County ,History and Social Sciences,Asian,<,<,<
Div,62,Nelson County ,Mathematics,Asian,<,<,<
Div,62,Nelson County ,Science,Asian,<,<,<
Div,62,Nelson County ,English: Reading,Economically Disadvantaged,63,65,67
Div,62,Nelson County ,English: Writing,Economically Disadvantaged,71,62,61
Div,62,Nelson County ,History and Social Sciences,Economically Disadvantaged,78,76,78
Div,62,Nelson County ,Mathematics,Economically Disadvantaged,71,71,72
Div,62,Nelson County ,Science,Economically Disadvantaged,70,68,70
Div,62,Nelson County ,English: Reading,Female,79,79,80
Div,62,Nelson County ,English: Writing,Female,86,84,82
Div,62,Nelson County ,History and Social Sciences,Female,85,86,87
Div,62,Nelson County ,Mathematics,Female,82,84,83
Div,62,Nelson County ,Science,Female,77,83,82
Div,62,Nelson County ,English: Reading,Black,55,59,62
Div,62,Nelson County ,English: Writing,Black,71,54,53
Div,62,Nelson County ,History and Social Sciences,Black,77,72,77
Div,62,Nelson County ,Mathematics,Black,66,65,71
Div,62,Nelson County ,Science,Black,62,60,61
Div,62,Nelson County ,English: Reading,Hispanic,65,62,67
Div,62,Nelson County ,English: Writing,Hispanic,61,67,64
Div,62,Nelson County ,History and Social Sciences,Hispanic,86,82,88
Div,62,Nelson County ,Mathematics,Hispanic,78,78,76
Div,62,Nelson County ,Science,Hispanic,69,80,79
Div,62,Nelson County ,English: Reading,Limited English Proficient,26,42,38
Div,62,Nelson County ,English: Writing,Limited English Proficient,25,<,<
Div,62,Nelson County ,History and Social Sciences,Limited English Proficient,71,62,83
Div,62,Nelson County ,Mathematics,Limited English Proficient,67,74,69
Div,62,Nelson County ,Science,Limited English Proficient,45,67,<
Div,62,Nelson County ,English: Reading,Male,68,71,75
Div,62,Nelson County ,English: Writing,Male,71,65,65
Div,62,Nelson County ,History and Social Sciences,Male,85,83,86
Div,62,Nelson County ,Mathematics,Male,73,73,78
Div,62,Nelson County ,Science,Male,80,75,79
Div,62,Nelson County ,English: Reading,Students with Disabilities,31,32,31
Div,62,Nelson County ,English: Writing,Students with Disabilities,35,23,21
Div,62,Nelson County ,History and Social Sciences,Students with Disabilities,57,47,55
Div,62,Nelson County ,Mathematics,Students with Disabilities,32,38,36
Div,62,Nelson County ,Science,Students with Disabilities,45,36,45
Div,62,Nelson County ,English: Reading,White,77,79,81
Div,62,Nelson County ,English: Writing,White,82,79,78
Div,62,Nelson County ,History and Social Sciences,White,87,87,89
Div,62,Nelson County ,Mathematics,White,80,81,82
Div,62,Nelson County ,Science,White,83,83,84
Div,63,New Kent County ,English: Reading,All Students,79,85,83
Div,63,New Kent County ,English: Writing,All Students,78,80,80
Div,63,New Kent County ,History and Social Sciences,All Students,87,91,89
Div,63,New Kent County ,Mathematics,All Students,78,86,85
Div,63,New Kent County ,Science,All Students,83,85,85
Div,63,New Kent County ,English: Reading,Asian,72,95,100
Div,63,New Kent County ,English: Writing,Asian,<,<,<
Div,63,New Kent County ,History and Social Sciences,Asian,94,93,100
Div,63,New Kent County ,Mathematics,Asian,86,96,92
Div,63,New Kent County ,Science,Asian,76,100,100
Div,63,New Kent County ,English: Reading,Economically Disadvantaged,66,74,69
Div,63,New Kent County ,English: Writing,Economically Disadvantaged,69,68,62
Div,63,New Kent County ,History and Social Sciences,Economically Disadvantaged,77,83,83
Div,63,New Kent County ,Mathematics,Economically Disadvantaged,68,82,76
Div,63,New Kent County ,Science,Economically Disadvantaged,75,75,75
Div,63,New Kent County ,English: Reading,Female,82,87,87
Div,63,New Kent County ,English: Writing,Female,83,88,87
Div,63,New Kent County ,History and Social Sciences,Female,86,91,88
Div,63,New Kent County ,Mathematics,Female,79,88,87
Div,63,New Kent County ,Science,Female,83,84,85
Div,63,New Kent County ,English: Reading,Black,64,73,68
Div,63,New Kent County ,English: Writing,Black,67,64,69
Div,63,New Kent County ,History and Social Sciences,Black,79,88,82
Div,63,New Kent County ,Mathematics,Black,66,76,75
Div,63,New Kent County ,Science,Black,73,75,72
Div,63,New Kent County ,English: Reading,Hispanic,79,84,84
Div,63,New Kent County ,English: Writing,Hispanic,60,93,86
Div,63,New Kent County ,History and Social Sciences,Hispanic,86,96,89
Div,63,New Kent County ,Mathematics,Hispanic,81,85,90
Div,63,New Kent County ,Science,Hispanic,78,88,80
Div,63,New Kent County ,English: Reading,Limited English Proficient,<,<,80
Div,63,New Kent County ,English: Writing,Limited English Proficient,<,,
Div,63,New Kent County ,History and Social Sciences,Limited English Proficient,60,<,<
Div,63,New Kent County ,Mathematics,Limited English Proficient,<,<,91
Div,63,New Kent County ,Science,Limited English Proficient,<,<,<
Div,63,New Kent County ,English: Reading,Male,75,82,80
Div,63,New Kent County ,English: Writing,Male,73,74,75
Div,63,New Kent County ,History and Social Sciences,Male,88,90,90
Div,63,New Kent County ,Mathematics,Male,77,84,84
Div,63,New Kent County ,Science,Male,82,85,85
Div,63,New Kent County ,English: Reading,Students with Disabilities,46,50,50
Div,63,New Kent County ,English: Writing,Students with Disabilities,43,38,42
Div,63,New Kent County ,History and Social Sciences,Students with Disabilities,60,63,62
Div,63,New Kent County ,Mathematics,Students with Disabilities,49,59,54
Div,63,New Kent County ,Science,Students with Disabilities,47,48,48
Div,63,New Kent County ,English: Reading,White,81,86,86
Div,63,New Kent County ,English: Writing,White,81,81,81
Div,63,New Kent County ,History and Social Sciences,White,89,91,90
Div,63,New Kent County ,Mathematics,White,80,88,87
Div,63,New Kent County ,Science,White,84,86,87
Div,117,Newport News City ,English: Reading,All Students,63,68,69
Div,117,Newport News City ,English: Writing,All Students,63,69,71
Div,117,Newport News City ,History and Social Sciences,All Students,77,81,82
Div,117,Newport News City ,Mathematics,All Students,63,71,72
Div,117,Newport News City ,Science,All Students,67,74,76
Div,117,Newport News City ,English: Reading,Asian,76,81,88
Div,117,Newport News City ,English: Writing,Asian,76,78,82
Div,117,Newport News City ,History and Social Sciences,Asian,88,89,91
Div,117,Newport News City ,Mathematics,Asian,80,90,93
Div,117,Newport News City ,Science,Asian,82,83,90
Div,117,Newport News City ,English: Reading,Economically Disadvantaged,54,59,61
Div,117,Newport News City ,English: Writing,Economically Disadvantaged,53,61,63
Div,117,Newport News City ,History and Social Sciences,Economically Disadvantaged,69,76,75
Div,117,Newport News City ,Mathematics,Economically Disadvantaged,55,64,65
Div,117,Newport News City ,Science,Economically Disadvantaged,57,65,68
Div,117,Newport News City ,English: Reading,Female,66,72,73
Div,117,Newport News City ,English: Writing,Female,69,76,76
Div,117,Newport News City ,History and Social Sciences,Female,76,80,81
Div,117,Newport News City ,Mathematics,Female,65,73,74
Div,117,Newport News City ,Science,Female,66,73,75
Div,117,Newport News City ,English: Reading,Black,55,60,61
Div,117,Newport News City ,English: Writing,Black,55,63,64
Div,117,Newport News City ,History and Social Sciences,Black,71,76,76
Div,117,Newport News City ,Mathematics,Black,54,63,64
Div,117,Newport News City ,Science,Black,57,65,68
Div,117,Newport News City ,English: Reading,Hispanic,63,70,71
Div,117,Newport News City ,English: Writing,Hispanic,63,68,73
Div,117,Newport News City ,History and Social Sciences,Hispanic,77,80,85
Div,117,Newport News City ,Mathematics,Hispanic,65,73,75
Div,117,Newport News City ,Science,Hispanic,67,72,76
Div,117,Newport News City ,English: Reading,Limited English Proficient,40,48,51
Div,117,Newport News City ,English: Writing,Limited English Proficient,37,47,45
Div,117,Newport News City ,History and Social Sciences,Limited English Proficient,62,60,67
Div,117,Newport News City ,Mathematics,Limited English Proficient,57,63,62
Div,117,Newport News City ,Science,Limited English Proficient,47,52,48
Div,117,Newport News City ,English: Reading,Male,61,64,66
Div,117,Newport News City ,English: Writing,Male,57,61,65
Div,117,Newport News City ,History and Social Sciences,Male,78,83,82
Div,117,Newport News City ,Mathematics,Male,61,69,70
Div,117,Newport News City ,Science,Male,69,74,77
Div,117,Newport News City ,English: Reading,Students with Disabilities,31,33,35
Div,117,Newport News City ,English: Writing,Students with Disabilities,27,32,36
Div,117,Newport News City ,History and Social Sciences,Students with Disabilities,46,54,55
Div,117,Newport News City ,Mathematics,Students with Disabilities,33,40,41
Div,117,Newport News City ,Science,Students with Disabilities,37,41,48
Div,117,Newport News City ,English: Reading,White,78,82,84
Div,117,Newport News City ,English: Writing,White,77,80,83
Div,117,Newport News City ,History and Social Sciences,White,89,91,91
Div,117,Newport News City ,Mathematics,White,78,83,83
Div,117,Newport News City ,Science,White,85,89,89
Div,118,Norfolk City ,English: Reading,All Students,61,67,69
Div,118,Norfolk City ,English: Writing,All Students,66,69,68
Div,118,Norfolk City ,History and Social Sciences,All Students,73,80,79
Div,118,Norfolk City ,Mathematics,All Students,62,72,72
Div,118,Norfolk City ,Science,All Students,68,74,75
Div,118,Norfolk City ,English: Reading,Asian,82,84,86
Div,118,Norfolk City ,English: Writing,Asian,85,85,85
Div,118,Norfolk City ,History and Social Sciences,Asian,90,93,92
Div,118,Norfolk City ,Mathematics,Asian,85,90,92
Div,118,Norfolk City ,Science,Asian,88,90,91
Div,118,Norfolk City ,English: Reading,Economically Disadvantaged,53,60,62
Div,118,Norfolk City ,English: Writing,Economically Disadvantaged,59,61,61
